Category,Price,Rating,Stock,Discount
,403,3.83780763,,41
C,,,,11
B,4310,,Out of Stock,13
C,,1.143906406,Out of Stock,1
D,3698,,In Stock,28
,3511,2.448489928,,2
D,4412,4.908254782,In Stock,41
,5311,2.152983146,,23
,935,4.572810906,In Stock,27
B,653,1.900701025,Out of Stock,6
,7500,,In Stock,27
,4364,3.537555384,Out of Stock,14
,9465,,Out of Stock,44
,5323,1.07846505,Out of Stock,
D,112,,In Stock,48
C,2241,,,
B,8056,,Out of Stock,25
,9500,4.459124506,,37
,4312,,Out of Stock,11
,2317,,,14
B,8854,,Out of Stock,
,4082,1.768482825,Out of Stock,40
,7173,,,39
,3150,,In Stock,18
,7280,4.51206597,Out of Stock,21
,3127,4.084090221,Out of Stock,41
C,7412,,In Stock,28
B,2257,1.909385698,In Stock,45
,3947,3.268254866,In Stock,31
,2753,,Out of Stock,8
,9630,4.945855833,Out of Stock,29
C,3269,2.248140802,,26
A,2733,4.148877745,,6
,6069,,Out of Stock,15
A,6606,,Out of Stock,
,6499,3.183094062,Out of Stock,15
,1192,4.538779954,In Stock,27
,861,4.730122893,,36
B,4382,2.744501249,In Stock,39
,9971,3.122956263,In Stock,22
D,7379,,In Stock,34
,290,,In Stock,20
,1415,1.811484839,Out of Stock,
B,2320,,Out of Stock,38
,9027,1.80995488,,45
,966,3.375129475,Out of Stock,3
C,1602,,In Stock,23
,6967,,,18
,6249,3.307382542,Out of Stock,34
,3424,,,30
,5295,2.608595773,,37
,5827,,Out of Stock,2
,6518,,In Stock,15
,6585,,In Stock,36
,9054,,,
C,2749,,Out of Stock,30
A,3403,4.362112541,,22
,1422,2.354421789,In Stock,27
,3464,2.925994185,,46
,3221,,,1
,2151,3.242911543,In Stock,2
,,4.720405679,Out of Stock,
,7211,2.147655358,,7
,4957,4.340028627,Out of Stock,24
,7309,,,8
A,1814,,In Stock,32
,8745,,In Stock,6
C,9500,1.087394887,In Stock,30
A,3513,,In Stock,47
,8914,1.202121557,In Stock,3
,2064,3.951393813,In Stock,20
,1177,2.801337939,In Stock,4
B,5449,,,29
,563,,,9
D,2442,,In Stock,2
,,,,43
B,166,4.166715606,Out of Stock,1
,3991,,,15
A,9133,2.298279712,,27
,3367,3.118111376,Out of Stock,27
,7489,,Out of Stock,36
,849,,In Stock,4
,7952,,,16
,3089,3.318273233,In Stock,30
,5172,2.155870268,In Stock,20
,608,3.892560344,In Stock,
C,3868,,,17
D,7118,2.458454897,Out of Stock,43
,5413,,In Stock,10
A,4951,4.883902536,Out of Stock,23
,1414,,,30
C,3304,,Out of Stock,
C,8716,1.418249285,,29
B,2815,1.272567327,In Stock,1
B,6290,4.403846454,Out of Stock,34
D,6426,,Out of Stock,1
,2144,,Out of Stock,38
A,9093,4.316501679,In Stock,9
,3633,4.309657869,Out of Stock,46
B,5297,,In Stock,48
,3272,2.73512497,,
,8032,3.723883484,Out of Stock,32
,6383,,In Stock,1
,7024,,Out of Stock,30
,719,4.58947814,In Stock,5
A,4290,,In Stock,21
,7949,,In Stock,31
,1778,,Out of Stock,24
,8871,3.246428037,Out of Stock,37
,3856,,In Stock,23
,4442,3.384609226,Out of Stock,47
C,3748,3.191369663,In Stock,
C,233,,,28
B,373,2.25544132,In Stock,0
,9605,3.890908494,,43
A,5974,,In Stock,48
,,1.101610083,Out of Stock,18
,6037,4.044920555,In Stock,35
,3734,4.013420525,,9
,4697,2.63853822,Out of Stock,49
,7565,,In Stock,18
,3424,4.173073872,In Stock,42
B,9809,,In Stock,25
C,2973,,In Stock,5
C,364,,In Stock,5
,1729,,In Stock,3
A,3763,4.543244287,Out of Stock,13
,5276,2.469957217,Out of Stock,48
,1563,3.556134769,,42
,5589,2.991612449,,20
,171,,Out of Stock,30
,5345,3.266093755,Out of Stock,32
,4537,3.914489537,,1
C,8642,,Out of Stock,2
A,5374,,,29
,6550,3.48406882,In Stock,16
,2167,4.536215766,Out of Stock,34
,588,4.296048743,Out of Stock,36
D,1230,,,27
C,,3.32851715,Out of Stock,20
D,9254,3.950844613,Out of Stock,6
D,6858,1.351562959,,39
A,3275,4.220466086,In Stock,44
A,7967,2.692083783,In Stock,48
,3513,,,26
B,2242,,In Stock,27
B,9381,,Out of Stock,7
,769,,In Stock,35
A,153,4.507532756,In Stock,8
A,3947,1.332706505,,38
,805,,Out of Stock,29
,3387,4.130383274,In Stock,44
,7499,3.516372466,In Stock,41
C,1549,4.920106008,Out of Stock,49
A,5832,,Out of Stock,
,6118,3.641199283,Out of Stock,45
C,8208,,Out of Stock,24
,7806,3.177707026,,46
,5377,,In Stock,37
,3830,4.962053876,In Stock,18
D,,2.264254027,Out of Stock,14
D,2538,3.351180438,,30
A,2047,,In Stock,37
,3325,,In Stock,41
C,,2.201769003,,31
,4604,,In Stock,
A,4124,,,15
D,8094,1.32658233,In Stock,22
,3492,,,32
,8083,2.385586145,,46
,3668,,Out of Stock,20
A,5440,,In Stock,25
A,1516,3.065365955,Out of Stock,26
,7292,1.956199614,Out of Stock,38
,7893,4.347595138,In Stock,4
,4899,,Out of Stock,2
,4610,,,16
,6583,,Out of Stock,19
,2697,,Out of Stock,6
B,1230,,In Stock,45
,8440,,Out of Stock,48
A,6458,,,11
C,131,1.51323162,Out of Stock,34
,6890,1.100953192,,32
,9386,,In Stock,27
D,1659,3.425400577,,
C,4235,,Out of Stock,8
,3511,,In Stock,39
B,9217,,,
A,786,4.453296498,Out of Stock,3
D,583,,In Stock,18
,6559,3.380128895,Out of Stock,21
,1484,1.054677221,In Stock,
,531,,In Stock,6
,9994,,In Stock,4
,,,Out of Stock,35
C,4555,,In Stock,47
,5448,2.501946512,,
C,698,1.000366202,In Stock,39
,7319,4.68880807,,2
A,1883,3.457393429,Out of Stock,3
,9325,3.912300255,,19
,2922,,,27
,9054,,Out of Stock,28
,1088,,,27
,1407,,Out of Stock,7
C,4784,1.5226825,In Stock,48
,4739,4.708687629,,44
D,9313,2.957391034,,34
,1305,,In Stock,34
,,,In Stock,15
,965,1.200632672,,28
,9858,,,4
A,1988,,,
,6519,,In Stock,20
B,,2.995165679,,36
B,4466,2.604844109,In Stock,17
A,8361,,In Stock,
,4375,2.848049383,In Stock,28
C,8397,,,49
,1574,,Out of Stock,13
,5779,1.038637328,,30
,3980,2.702055263,In Stock,6
C,6600,,In Stock,27
C,3292,,,45
,9365,,In Stock,10
D,6906,2.127734818,In Stock,7
,3582,4.279993004,Out of Stock,22
A,801,1.458240734,,36
,8853,,In Stock,41
,7370,,In Stock,21
,1751,1.222869787,,34
C,1125,2.84810954,In Stock,40
D,4879,,,
,3533,,,30
D,4078,,In Stock,23
C,5176,4.094455392,Out of Stock,40
,594,4.612715087,In Stock,41
,8748,,In Stock,45
,9696,4.368413918,,7
B,2281,3.942969009,Out of Stock,40
,7626,,Out of Stock,
C,9615,2.845403295,In Stock,41
,1632,,Out of Stock,39
,2994,2.595914847,Out of Stock,15
,7912,3.622569462,Out of Stock,
,501,,Out of Stock,27
,8055,2.693083658,,47
,1548,,In Stock,30
,1832,,In Stock,21
D,7705,,Out of Stock,10
,,2.892531517,,34
,5136,3.338633493,In Stock,21
D,7587,2.849221144,,33
,,,In Stock,37
D,1666,1.231420622,Out of Stock,22
D,8140,2.238667588,,31
,7350,1.241495987,,
,9997,3.678127909,Out of Stock,44
,1606,,,35
,7582,2.301720913,Out of Stock,34
B,6219,,Out of Stock,3
,9824,,Out of Stock,12
A,5925,3.380819688,In Stock,43
D,3479,1.801024972,In Stock,39
B,4517,2.223675516,In Stock,43
,4032,,In Stock,9
,7509,1.809945736,In Stock,2
B,1160,3.362909052,Out of Stock,33
C,3939,,In Stock,19
,6090,,,20
,284,4.852188046,In Stock,33
,3679,2.005126751,,
,8540,2.372887159,,34
C,9200,2.975865771,,36
B,3858,,In Stock,5
,7421,,Out of Stock,
,4355,1.410058884,Out of Stock,28
,4264,1.595434822,Out of Stock,2
,2461,,Out of Stock,30
C,,4.046168596,In Stock,32
,8355,,In Stock,33
,442,4.035409477,,4
,1541,,In Stock,4
D,1991,,In Stock,48
,8502,,Out of Stock,1
D,4755,1.507043994,Out of Stock,
,9515,,Out of Stock,20
B,6835,3.977712863,In Stock,24
,5455,2.10595801,In Stock,15
,9713,,Out of Stock,7
D,119,4.179211665,In Stock,0
,6973,2.081943799,In Stock,39
A,,,Out of Stock,42
D,8350,,In Stock,36
B,4680,3.600736412,In Stock,10
B,6956,,,9
,243,2.175783875,In Stock,6
,1455,,Out of Stock,9
,6920,3.498634716,,21
,6383,1.714502466,Out of Stock,17
,8544,,In Stock,
B,9588,,,26
D,9870,4.806402982,,16
,6077,4.112006658,In Stock,36
D,7204,,Out of Stock,47
,4540,,Out of Stock,43
,9512,1.576928472,In Stock,1
B,1269,,In Stock,48
,7228,,Out of Stock,13
,8189,3.411848157,In Stock,45
,8956,,Out of Stock,28
,1358,,Out of Stock,47
,1726,1.642240023,Out of Stock,13
,7272,2.70090685,Out of Stock,37
,1551,3.181128305,Out of Stock,24
B,8761,1.172397692,Out of Stock,10
,3360,3.335068166,Out of Stock,25
B,6369,1.632623012,,45
,1086,3.033006959,Out of Stock,12
D,5410,2.508191325,,44
B,9435,,Out of Stock,28
,1383,,Out of Stock,33
A,7850,4.088746886,,44
,6458,4.372465124,Out of Stock,42
,2482,,In Stock,27
,7610,3.454299926,Out of Stock,18
,4631,,,27
,4182,3.60063252,,17
,4609,2.207232284,,37
,6278,1.931394705,,39
,3840,4.577775186,Out of Stock,
,781,3.993335065,In Stock,14
B,3641,3.723660802,,31
,6500,3.783268324,In Stock,10
B,6014,2.740670958,In Stock,7
,428,3.63592821,In Stock,12
,8425,2.906806363,In Stock,9
,5710,1.583529639,In Stock,49
,8988,,Out of Stock,13
C,8534,,In Stock,15
,,,In Stock,1
,6998,2.148496925,In Stock,25
,232,,In Stock,28
D,2753,3.777572243,,14
,3214,1.010801652,,42
D,1818,,Out of Stock,23
,5687,4.22082012,In Stock,47
C,7454,,,35
C,3212,1.091064274,In Stock,0
A,4124,,Out of Stock,9
B,5082,3.884452553,,38
,2245,1.582233823,In Stock,
,,,Out of Stock,16
,4911,3.618811232,,33
,3148,,In Stock,21
,8462,4.556571664,,3
B,5694,4.794151328,Out of Stock,47
,2773,1.455846431,Out of Stock,
D,1392,,,19
,,,Out of Stock,26
,3555,,,
,1567,,In Stock,18
,5245,,,22
,6972,4.139585644,,14
C,4001,,Out of Stock,21
C,4087,,In Stock,4
,6382,,In Stock,
,8198,2.676582155,In Stock,0
,,,Out of Stock,5
,1864,,Out of Stock,38
,3961,3.323655916,Out of Stock,17
,4316,,In Stock,26
,7081,2.402888252,In Stock,14
,9215,3.204453135,Out of Stock,8
,5398,,,29
,1976,3.783491185,In Stock,10
D,2408,3.032031231,Out of Stock,23
D,5256,,Out of Stock,27
,,,Out of Stock,45
A,401,,In Stock,17
,9240,,In Stock,24
,1802,,In Stock,42
,8910,4.211192726,Out of Stock,40
B,9164,4.52591984,In Stock,2
,2162,2.271020594,,38
B,2001,,,25
D,552,3.703676824,,14
C,2412,2.124738196,Out of Stock,
,6894,3.647539497,,12
B,3408,,Out of Stock,34
,8331,1.369866623,In Stock,8
,5587,2.374129158,In Stock,7
A,5662,4.037608459,Out of Stock,
,3851,2.352797387,,16
,7642,,,0
D,4973,4.290175773,In Stock,
A,1285,3.318983323,In Stock,43
,3829,,,25
,3426,2.927837034,,0
,3606,,Out of Stock,
,5359,4.364568268,In Stock,42
,,3.182308975,Out of Stock,12
,2792,,Out of Stock,13
C,7344,3.994355353,,39
C,3638,,,
D,1487,,In Stock,11
B,6581,,,11
,2516,,In Stock,9
D,6665,,In Stock,24
C,9620,,In Stock,2
,580,,In Stock,38
,1838,3.238279292,Out of Stock,48
D,1062,,In Stock,40
,7524,,Out of Stock,13
B,2743,,Out of Stock,6
,8570,1.931346789,,33
,4883,,,9
A,3539,,,41
,1409,,,13
,9160,1.586042717,In Stock,32
C,3238,,,
B,9041,4.71858108,Out of Stock,42
,1315,2.186905606,Out of Stock,7
,4360,1.356742976,Out of Stock,28
,165,2.379961258,Out of Stock,
B,7475,1.385387499,Out of Stock,44
,7392,2.595956086,In Stock,40
,4467,4.599117204,,48
,377,,In Stock,27
B,2134,3.116371447,Out of Stock,0
,6150,2.213504459,In Stock,3
,5380,1.430958396,,10
,5532,2.811304892,,33
C,7953,2.730075164,Out of Stock,49
,9044,,In Stock,42
,455,3.796300758,,21
A,6696,4.013771784,,5
,5120,3.654858545,,5
,3587,4.536298375,,9
,7622,,,45
,1044,,,49
,7669,2.95992676,Out of Stock,30
A,4253,4.804198444,,20
A,8208,2.057763171,Out of Stock,
D,2581,,In Stock,34
,5096,3.262752044,Out of Stock,36
,3339,4.36829282,Out of Stock,9
,2733,1.192614575,,5
,6929,1.357336737,,43
,2842,,Out of Stock,44
,2672,2.458226483,Out of Stock,43
C,8351,,In Stock,23
,3539,4.752877453,Out of Stock,11
B,8442,,In Stock,1
,7097,2.776603235,Out of Stock,49
,2954,,,1
,582,4.42927394,Out of Stock,34
,6985,2.370203776,Out of Stock,5
D,3496,3.372831658,In Stock,23
C,9728,,Out of Stock,40
,9636,,In Stock,30
,2025,1.686749081,In Stock,1
C,6339,4.250495609,Out of Stock,19
,8158,1.670963489,In Stock,9
,,1.182946634,Out of Stock,49
,7734,4.627822986,Out of Stock,23
,6791,1.921698704,,46
,5205,,In Stock,37
C,6045,,In Stock,42
A,2156,,Out of Stock,36
,4052,,Out of Stock,0
,472,2.454042511,Out of Stock,
,1297,,In Stock,8
,9669,4.278285409,In Stock,8
C,4205,,Out of Stock,24
C,1611,,,9
,3580,3.581796967,In Stock,45
,8582,2.897529266,Out of Stock,19
,8226,,In Stock,31
,6212,1.888878006,In Stock,20
,5198,2.196846365,In Stock,25
,370,3.652315048,In Stock,19
A,3710,,,16
D,5389,,In Stock,
D,6016,4.534167323,,46
,4790,,,37
,3340,,In Stock,21
D,1963,1.012380034,,8
,2028,,Out of Stock,38
D,9613,,In Stock,33
,5756,2.133831431,In Stock,35
,4456,1.343250876,Out of Stock,31
,3194,1.695714721,Out of Stock,45
D,4558,,Out of Stock,41
,8507,2.200805558,In Stock,28
,5641,,Out of Stock,47
,7273,,In Stock,
B,9134,,Out of Stock,23
,4183,3.819718013,In Stock,40
D,3285,3.572289225,,15
,1619,2.800301294,Out of Stock,33
,7423,3.855835223,Out of Stock,28
D,7368,,In Stock,
,8173,,,
,2646,,In Stock,15
D,761,3.438555567,,40
A,177,,,
,7136,,Out of Stock,12
C,5608,1.563891387,Out of Stock,
C,4045,2.865941678,In Stock,20
,9027,,Out of Stock,28
,6895,3.741161527,Out of Stock,7
,6713,4.734437404,In Stock,13
,7194,1.999676653,Out of Stock,20
A,2204,,,18
D,2159,3.808132854,Out of Stock,17
A,3594,4.222645359,In Stock,3
A,1601,,Out of Stock,13
,9907,,Out of Stock,
,628,4.216726918,Out of Stock,36
D,3259,2.392976277,Out of Stock,32
,2013,,In Stock,37
,6899,2.342076797,,10
A,7037,,In Stock,45
,3990,1.947130844,Out of Stock,23
,5993,1.451310706,In Stock,11
,3202,,In Stock,30
,2471,,Out of Stock,41
,6662,2.181852873,,33
A,3057,4.076127733,In Stock,12
C,9524,4.145427582,Out of Stock,9
,7061,1.839235318,In Stock,18
,9721,3.835131888,In Stock,45
B,7472,3.578031498,In Stock,42
,1104,4.785500296,,6
,9694,,In Stock,7
,4059,,Out of Stock,14
D,2158,,In Stock,44
,9575,4.054977458,In Stock,40
,1882,1.28369093,Out of Stock,47
A,782,1.021706193,In Stock,
,6142,2.845211177,In Stock,10
,3283,3.327648852,In Stock,18
,4299,,,7
,,,,9
A,3134,,Out of Stock,23
A,8204,,,6
D,3612,3.805960021,,
,716,,,27
D,7059,4.651043024,Out of Stock,49
B,2720,,In Stock,22
A,6758,,Out of Stock,13
,1574,,In Stock,22
A,9709,4.773004112,In Stock,26
,1248,2.508494358,Out of Stock,0
D,5008,2.041752599,Out of Stock,17
,8252,1.618893964,,45
,7164,4.279476245,,20
,3272,3.414002961,,21
,7083,3.530193445,,33
,6897,1.57405916,,6
,9486,2.028175152,,16
,7198,,In Stock,39
,4676,3.784556501,In Stock,39
D,4860,2.033357834,,17
,,,Out of Stock,26
,7058,,In Stock,
A,1612,2.490271483,,3
,1032,,,7
B,4618,2.009455209,Out of Stock,12
,3645,,,40
,2232,2.611998099,Out of Stock,
A,9891,1.990890377,In Stock,19
,4056,3.283151787,Out of Stock,19
A,2157,,,40
,2233,2.88794846,,39
,6697,,In Stock,5
B,3509,3.758170723,In Stock,33
,5432,3.658406404,,13
B,6999,,Out of Stock,33
,623,1.889737196,Out of Stock,12
C,2900,,,19
,5114,3.116037412,Out of Stock,20
,3629,2.948826429,Out of Stock,47
,8787,1.500033671,Out of Stock,49
,7801,2.444655357,Out of Stock,21
,5905,,Out of Stock,31
C,6634,,Out of Stock,15
D,629,,,2
,1861,,,44
A,4938,2.978483597,,0
,,,Out of Stock,28
,9223,,In Stock,18
,1561,3.200439197,Out of Stock,0
,1303,,In Stock,4
,2376,,Out of Stock,
,2974,4.709057943,,37
,5019,,In Stock,46
,4841,2.806047932,In Stock,33
C,6973,3.161062935,Out of Stock,39
C,7441,,In Stock,19
,7471,,Out of Stock,0
,8608,4.235841574,,35
,5616,4.019293644,In Stock,5
,7581,1.385883434,,36
,5061,,,42
,5829,4.027200719,Out of Stock,0
A,9813,,In Stock,25
,9620,3.62842579,Out of Stock,3
,825,,In Stock,14
C,4222,4.714844379,,2
,5474,,Out of Stock,44
,6980,,Out of Stock,20
C,8653,,In Stock,27
A,7138,4.222495917,Out of Stock,25
,9022,,Out of Stock,33
B,4132,,,39
D,454,2.690526408,Out of Stock,32
,8301,,,15
,2101,,,35
,8317,,Out of Stock,41
C,907,,Out of Stock,0
,5703,3.772279554,,9
,2852,1.834775996,,3
,8069,,,
,911,2.488421943,In Stock,39
,307,,,46
A,844,4.862539785,In Stock,39
B,5220,,,20
C,2674,4.741865982,In Stock,
,3227,,In Stock,3
D,4594,3.538718468,,31
,4683,,,40
D,1365,,In Stock,29
,9674,,Out of Stock,42
B,3187,,,33
,7954,4.511167527,In Stock,2
C,5294,3.168258002,Out of Stock,38
,719,,Out of Stock,24
,8483,1.737227097,,
B,138,,,21
,1286,3.953724457,Out of Stock,15
,6687,1.128880385,,9
D,7190,3.85765899,Out of Stock,21
C,,,In Stock,25
D,3427,,Out of Stock,
B,4711,3.829284295,In Stock,33
,5018,2.427764183,,1
,7060,3.864908912,,1
D,6011,,,
,,3.71327697,In Stock,30
,4890,,Out of Stock,19
,4460,,In Stock,9
,2310,,,35
D,5762,4.687800452,In Stock,48
,6368,,Out of Stock,2
,9811,,,27
,539,,Out of Stock,16
B,3870,4.292567765,Out of Stock,21
,9029,,,31
,1432,4.478627069,,32
D,6136,1.426118422,In Stock,
,6780,2.904438245,In Stock,9
,7002,,Out of Stock,19
,,4.724500898,,9
,6806,,,32
,8433,,Out of Stock,40
,6674,2.003900119,In Stock,46
A,8284,1.316025065,In Stock,34
,627,1.794255371,Out of Stock,36
,1476,,,1
B,5639,3.882058261,Out of Stock,14
B,7555,,In Stock,43
C,7720,1.016004109,In Stock,43
C,1857,2.876306133,In Stock,14
,2694,,,27
A,597,,In Stock,37
,4994,4.712620773,In Stock,13
,4663,,,32
,9916,4.661140347,,48
,8260,1.819081861,,40
,3757,3.806790295,Out of Stock,48
,2300,,,
D,5602,4.587783752,In Stock,36
,8641,,Out of Stock,11
,5650,2.003756662,In Stock,17
,4392,,Out of Stock,33
,2079,1.503862719,Out of Stock,49
B,8740,1.757987741,Out of Stock,37
D,4961,,,44
,9731,1.448890741,,46
,8185,2.572348843,In Stock,41
,4167,,Out of Stock,
,483,,Out of Stock,12
A,688,,In Stock,3
D,220,,,33
,7578,,Out of Stock,15
,4155,,,28
A,4431,,Out of Stock,23
,7386,4.240952423,Out of Stock,38
,,2.308702908,Out of Stock,21
,8911,,Out of Stock,
,2287,3.138240023,In Stock,7
D,8128,2.071935101,In Stock,24
,9889,1.610955821,In Stock,49
,430,1.935137731,In Stock,
A,866,3.179805625,,37
,6445,,In Stock,17
,7879,3.219373584,,26
,4269,2.736506753,In Stock,36
B,5140,2.447585242,Out of Stock,17
D,2792,3.594948859,In Stock,24
,4116,,Out of Stock,40
,7039,,Out of Stock,21
,660,3.734228283,,
,9574,,,35
,,3.320700715,Out of Stock,49
,8136,2.085696926,,
D,9895,1.941967631,In Stock,
,147,3.337085765,Out of Stock,
A,3693,,In Stock,5
,1193,,,49
B,107,2.37499499,In Stock,
A,1151,4.488094882,In Stock,20
D,7682,1.977369897,In Stock,23
,5337,1.687367201,,4
,6710,,,33
C,,1.938907437,Out of Stock,12
,3318,,Out of Stock,38
,993,,Out of Stock,34
,2756,,In Stock,0
,9565,1.564965175,In Stock,11
,6186,,,
D,6702,,In Stock,
A,6258,,Out of Stock,8
,7678,4.201776541,Out of Stock,49
A,6001,,In Stock,47
D,5229,,Out of Stock,37
,533,,,
D,266,,In Stock,30
,5768,,Out of Stock,17
,6998,,In Stock,47
,9359,,In Stock,16
C,5375,2.39224371,Out of Stock,47
,6759,,Out of Stock,14
,3274,,Out of Stock,20
,6645,4.088651241,,
A,8139,,,33
,632,,,20
,1739,1.96678045,In Stock,5
A,7484,3.345216289,In Stock,40
,4104,4.009173791,,6
,246,1.36156309,Out of Stock,45
,7176,3.40211915,,17
,8562,,,0
,6673,4.260866354,In Stock,32
,1755,4.550257773,In Stock,47
,6363,,Out of Stock,13
B,3370,,,48
A,4865,,,41
,6655,,In Stock,43
C,3584,1.667649337,,26
,7983,3.376645498,Out of Stock,24
A,3592,3.79697767,Out of Stock,35
A,887,3.99844334,Out of Stock,0
D,6341,3.56241199,Out of Stock,12
,9170,,Out of Stock,30
B,6566,,,39
D,7553,4.189326035,Out of Stock,16
B,9502,4.830796215,In Stock,49
C,6262,2.957987474,Out of Stock,29
A,3507,,,
C,7487,,,9
,7556,,Out of Stock,19
,4370,2.824532235,In Stock,24
,9091,2.169037208,In Stock,
C,3235,1.628474084,Out of Stock,9
A,2969,2.088115607,,23
B,9419,,In Stock,32
D,7158,4.549776812,,20
,4295,3.877895873,,
,558,,,23
,9337,,,13
A,5071,3.550438905,,26
,1544,4.967522773,Out of Stock,3
,8858,4.613037194,In Stock,34
,1055,2.39237589,Out of Stock,10
A,3330,2.922357666,In Stock,17
,6768,,In Stock,1
A,883,,Out of Stock,42
,2514,4.558071663,,40
,4778,4.37669173,Out of Stock,17
,1190,,Out of Stock,2
,9790,3.329885459,In Stock,23
,6743,2.716944879,,44
D,6481,3.807816377,Out of Stock,43
,6086,4.461496984,,2
A,4013,,Out of Stock,46
,7307,,,14
,2833,3.540633253,Out of Stock,
,4851,4.555798744,,16
,5000,,Out of Stock,11
,863,,,30
D,4094,2.927543713,Out of Stock,
A,234,3.957212983,In Stock,24
D,3931,,Out of Stock,34
,5700,,In Stock,36
,3748,,Out of Stock,28
,1531,2.17069125,Out of Stock,1
,6687,,Out of Stock,
D,7598,,Out of Stock,27
,3730,1.398281292,In Stock,0
,8578,,In Stock,48
B,954,3.123073696,,20
,269,,Out of Stock,49
,7210,2.764944126,Out of Stock,14
,9488,,In Stock,
,4506,,In Stock,41
C,3454,,,35
,3329,1.51693921,Out of Stock,26
,8863,,Out of Stock,48
,7314,4.110628554,,
,9433,4.680191712,Out of Stock,0
,9716,4.763732905,In Stock,41
D,5686,4.721427526,In Stock,24
,3787,4.803946501,In Stock,0
D,9256,,Out of Stock,8
,7343,,In Stock,
,5495,2.47812078,In Stock,47
,3217,,Out of Stock,8
,2583,4.964562503,Out of Stock,6
,9205,,In Stock,45
A,5153,,,29
B,4927,,Out of Stock,17
A,3874,3.26613241,,0
,9434,1.908790579,Out of Stock,3
B,9209,1.285518744,,15
C,9543,,,36
C,3782,,In Stock,15
A,6808,3.581349714,In Stock,49
,,,In Stock,7
D,1161,4.874558347,Out of Stock,30
C,175,3.746934376,,40
,8589,1.415502028,In Stock,31
,4686,4.253306774,In Stock,5
A,4209,1.84018453,In Stock,44
,2337,2.608383373,Out of Stock,
,9238,,,39
,4621,,In Stock,25
C,8447,4.526252556,Out of Stock,20
C,9601,1.232166249,Out of Stock,29
B,6512,2.098468779,In Stock,34
,2763,,Out of Stock,41
B,6483,1.13009875,Out of Stock,12
,6790,,,26
,2433,,In Stock,16
,9030,,,32
C,1956,4.965579565,In Stock,31
B,4258,,In Stock,34
,2180,1.276847,Out of Stock,
C,3070,,Out of Stock,46
,2846,2.877846173,Out of Stock,28
,5562,3.313284516,In Stock,6
,894,,Out of Stock,2
,6742,,Out of Stock,11
C,4820,2.772274765,In Stock,45
,6357,1.332268445,,5
,9197,3.582462307,Out of Stock,35
B,7238,,In Stock,15
,445,3.744517987,Out of Stock,13
C,9252,,In Stock,
A,2963,,Out of Stock,6
,8269,,In Stock,44
C,7216,4.52207277,In Stock,38
,2558,,Out of Stock,1
A,6700,2.737587965,In Stock,42
,6750,4.138726946,Out of Stock,13
,6485,4.003213013,,40
,8200,3.102470989,,6
,4887,,Out of Stock,18
C,3247,,In Stock,44
,6760,,In Stock,6
,1112,,Out of Stock,34
D,4525,3.605825821,,
,6324,2.590477283,Out of Stock,10
,6277,2.12425773,In Stock,3
,1248,,Out of Stock,5
,4250,4.931942728,In Stock,30
D,5752,2.012980595,Out of Stock,4
D,4568,,In Stock,47
A,9098,2.83258982,Out of Stock,41
,9687,3.58969213,,
,205,,Out of Stock,24
A,6309,3.62845317,,44
,6277,,Out of Stock,5
A,3282,,,38
,4310,4.632801012,,2
B,4378,,Out of Stock,37
,,1.947163985,In Stock,48
,3844,1.401476651,,6
D,8324,,In Stock,3
,339,4.864308421,,22
,7165,,Out of Stock,21
,3974,,In Stock,49
D,9534,1.468350734,Out of Stock,3
A,4421,,In Stock,23
,3618,3.476403167,,15
,3791,2.836248397,,20
,3411,,,27
C,9974,,Out of Stock,9
A,4767,1.621407908,In Stock,30
C,3861,,In Stock,26
,5806,,Out of Stock,45
,4154,,Out of Stock,
D,4212,,,14
,7313,2.138181987,In Stock,23
A,2074,,,38
,4455,,,13
,7111,,Out of Stock,15
,976,,Out of Stock,12
,5329,,In Stock,28
C,2113,,Out of Stock,44
D,7866,4.453749926,Out of Stock,0
C,,,In Stock,30
,1671,3.371221213,In Stock,7
A,6389,,,12
,3811,,In Stock,19
A,6578,2.875556087,Out of Stock,37
,9150,2.169183073,Out of Stock,6
,9495,4.955271686,In Stock,36
,8630,,Out of Stock,7
,7368,2.21910621,,23
,7906,,,
,9726,2.276803146,Out of Stock,20
D,7756,,,7
,478,1.411946368,In Stock,42
,1266,2.258383613,Out of Stock,
,2320,,Out of Stock,39
,1254,1.391123812,In Stock,24
,4299,,Out of Stock,35
,1912,,,41
B,6199,,Out of Stock,0
A,3563,3.515513303,Out of Stock,45
,354,2.62715568,,36
C,2812,3.58015701,,0
,2492,2.095012194,,16
,5238,,In Stock,45
,2415,,,18
,9611,4.910907094,Out of Stock,38
B,9877,2.458577606,In Stock,37
B,4795,4.011203579,In Stock,16
,9563,3.930313285,Out of Stock,38
,1155,4.052676327,,30
,948,,Out of Stock,39
B,6445,1.4593656,Out of Stock,31
D,3650,4.831748595,In Stock,31
,,,,42
B,5167,4.250612729,In Stock,31
,2995,1.550353462,In Stock,35
,6576,1.904310464,Out of Stock,3
,5280,1.497841513,,45
B,3394,2.852289927,Out of Stock,11
,7171,2.542308211,,4
,8124,,Out of Stock,40
,4239,,Out of Stock,8
,7593,3.220679722,Out of Stock,40
,4808,,Out of Stock,19
B,4802,,Out of Stock,31
,499,2.669893189,In Stock,25
,6524,,Out of Stock,15
D,4887,2.073943243,Out of Stock,26
C,2080,1.400946529,In Stock,27
